Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
YAMAL 300K,38978,2012-061B,"November 2, 2012",1436.2,177.1° W,TRACK IT,-177.1,YAMAL 300K,Russia,177.1° W,0.209619,0.302152,TRUE
NSS 9,33749,2009-008A,"February 12, 2009",1436.1,176.9° W,TRACK IT,-176.9,NSS 9,SES,176.9° W,0.206204,0.302376,TRUE
OPS 1570,5851,1972-010A,"March 1, 1972",1443.2,175.8° W,TRACK IT,-175.8,OPS 1570,United States,175.8° W,0.187381,0.303543,TRUE
RASCOM 1,32387,2007-063A,"December 21, 2007",1453.5,175.8° W,TRACK IT,-175.8,RASCOM 1,RASCOM,175.8° W,0.187381,0.303543,TRUE
BRAZILSAT 1,15561,1985-015B,"February 8, 1985",1446.5,175.6° W,TRACK IT,-175.6,BRAZILSAT 1,Brazil,175.6° W,0.183951,0.303744,TRUE
NAHUEL I2 (ANIK C2),14133,1983-059B,"June 18, 1983",1452.7,175° W,TRACK IT,-175,NAHUEL I2 (ANIK C2),Argentina,175° W,0.173648,0.304322,TRUE
TDRS 11,39070,2013-004A,"January 31, 2013",1436.1,174.5° W,TRACK IT,-174.5,TDRS 11,United States,174.5° W,0.165048,0.304779,TRUE
INMARSAT 2-F4,21940,1992-021B,"April 15, 1992",1470.2,174.4° W,TRACK IT,-174.4,INMARSAT 2-F4,Inmarsat,174.4° W,0.163326,0.304868,TRUE
GALAXY 1,14158,1983-065A,"June 28, 1983",1437.9,174.1° W,TRACK IT,-174.1,GALAXY 1,United States,174.1° W,0.158158,0.305128,TRUE
OPS 6393 (FLTSATCOM 3),11669,1980-004A,"January 18, 1980",1435.6,172.4° W,TRACK IT,-172.4,OPS 6393 (FLTSATCOM 3),United States,172.4° W,0.128796,0.306443,TRUE
THAICOM 3,24768,1997-016A,"April 16, 1997",1458.2,171.7° W,TRACK IT,-171.7,THAICOM 3,Thailand,171.7° W,0.116671,0.306907,TRUE
INTELSAT 709,23915,1996-035A,"June 15, 1996",1451.9,171° W,TRACK IT,-171,INTELSAT 709,Intelsat,171° W,0.104528,0.307324,TRUE
TDRS 10,27566,2002-055A,"December 5, 2002",1436.1,170.9° W,TRACK IT,-170.9,TDRS 10,United States,170.9° W,0.102793,0.307380,TRUE
ELEKTRO-L,37344,2011-001A,"January 20, 2011",1435.4,169.4° W,TRACK IT,-169.4,ELEKTRO-L,Russia,169.4° W,0.076719,0.308106,TRUE
GALAXY 3,15308,1984-101A,"September 21, 1984",1442.3,169.3° W,TRACK IT,-169.3,GALAXY 3,United States,169.3° W,0.074979,0.308147,TRUE
ANIK C3 (TELESAT-5),13652,1982-110C,"November 11, 1982",1441.3,168.9° W,TRACK IT,-168.9,ANIK C3 (TELESAT-5),Canada,168.9° W,0.068015,0.308301,TRUE
TELSTAR 303,15826,1985-048D,"June 17, 1985",1441.7,168.2° W,TRACK IT,-168.2,TELSTAR 303,United States,168.2° W,0.055822,0.308535,TRUE
TDRS 5,21639,1991-054B,"August 2, 1991",1436.1,167.9° W,TRACK IT,-167.9,TDRS 5,United States,167.9° W,0.050593,0.308621,TRUE
WESTAR 2,7466,1974-075A,"October 10, 1974",1442,167.8° W,TRACK IT,-167.8,WESTAR 2,United States,167.8° W,0.048850,0.308648,TRUE
SPACENET 3R,18951,1988-018A,"March 11, 1988",1444.8,167.8° W,TRACK IT,-167.8,SPACENET 3R,United States,167.8° W,0.048850,0.308648,TRUE
RADUGA-1 8,34264,2009-010A,"February 28, 2009",1442.5,167° W,TRACK IT,-167,RADUGA-1 8,Russia,167° W,0.034899,0.308829,TRUE
EUTELSAT 1-F4 (ECS 4),18351,1987-078B,"September 16, 1987",1459.1,166° W,TRACK IT,-166,EUTELSAT 1-F4 (ECS 4),Europe,166° W,0.017452,0.308970,TRUE
EUROBIRD 4A(EUTELSAT W1),26487,2000-052A,"September 6, 2000",1466.7,166° W,TRACK IT,-166,EUROBIRD 4A(EUTELSAT W1),Europe,166° W,0.017452,0.308970,TRUE
TELSTAR 11 (ORION 1),23413,1994-079A,"November 29, 1994",1460.7,165.9° W,TRACK IT,-165.9,TELSTAR 11 (ORION 1),United States,165.9° W,0.015707,0.308979,TRUE
EKRAN 15,16729,1986-038A,"May 24, 1986",1491.5,163.7° W,TRACK IT,-163.7,EKRAN 15,Russia,163.7° W,-0.022687,0.308937,TRUE
DODGE 1,2867,1967-066F,"July 1, 1967",1319.1,163.1° W,TRACK IT,-163.1,DODGE 1,United States,163.1° W,-0.033155,0.308847,TRUE
ECHOSTAR 4,25331,1998-028A,"May 7, 1998",1455.3,162.8° W,TRACK IT,-162.8,ECHOSTAR 4,United States,162.8° W,-0.038388,0.308789,TRUE
LEASAT 1,15384,1984-113C,"November 8, 1984",1461.3,162.3° W,TRACK IT,-162.3,LEASAT 1,United States,162.3° W,-0.047106,0.308674,TRUE
INTELSAT 7 (PAS 7),25473,1998-052A,"September 16, 1998",1466.2,162° W,TRACK IT,-162,INTELSAT 7 (PAS 7),United States,162° W,-0.052336,0.308593,TRUE
BSAT-2A,26720,2001-011B,"March 8, 2001",1451.9,161.6° W,TRACK IT,-161.6,BSAT-2A,Japan,161.6° W,-0.059306,0.308473,TRUE
OPS 7484,11397,1979-053A,"June 10, 1979",1458.2,159.3° W,TRACK IT,-159.3,OPS 7484,United States,159.3° W,-0.099320,0.307489,TRUE
AURORA 2,21392,1991-037A,"May 29, 1991",1454.3,158.3° W,TRACK IT,-158.3,AURORA 2,United States,158.3° W,-0.116671,0.306907,TRUE
NATO 3B,9785,1977-005A,"January 28, 1977",1511.5,158° W,TRACK IT,-158,NATO 3B,NATO,158° W,-0.121869,0.306714,TRUE
TELE-X,19919,1989-027A,"April 2, 1989",1451.9,157.8° W,TRACK IT,-157.8,TELE-X,Sweden,157.8° W,-0.125333,0.306580,TRUE
EKRAN 8,13056,1982-009A,"February 5, 1982",1440.9,156.6° W,TRACK IT,-156.6,EKRAN 8,Russia,156.6° W,-0.146083,0.305702,TRUE
GALAXY 6,20873,1990-091B,"October 12, 1990",1443.4,156.5° W,TRACK IT,-156.5,GALAXY 6,United States,156.5° W,-0.147809,0.305623,TRUE
INTELSAT 4 (PAS 4),23636,1995-040A,"August 3, 1995",1482.6,156.4° W,TRACK IT,-156.4,INTELSAT 4 (PAS 4),Intelsat,156.4° W,-0.149535,0.305543,TRUE
DIRECTV 2 (DBS 2),23192,1994-047A,"August 3, 1994",1459.9,156° W,TRACK IT,-156,DIRECTV 2 (DBS 2),United States,156° W,-0.156434,0.305212,TRUE
XM-2,26724,2001-012A,"March 18, 2001",1453.3,155.5° W,TRACK IT,-155.5,XM-2,United States,155.5° W,-0.165048,0.304779,TRUE
ARABSAT 2A,23948,1996-040A,"July 9, 1996",1451.2,154.7° W,TRACK IT,-154.7,ARABSAT 2A,Arabsat,154.7° W,-0.178802,0.304037,TRUE
HISPASAT 1C,26071,2000-007A,"February 3, 2000",1451.6,154.5° W,TRACK IT,-154.5,HISPASAT 1C,Spain,154.5° W,-0.182236,0.303842,TRUE
TDF 2,20705,1990-063A,"July 24, 1990",1460.3,154° W,TRACK IT,-154,TDF 2,France,154° W,-0.190809,0.303339,TRUE
INTELSAT 603,20523,1990-021A,"March 14, 1990",1447.5,153° W,TRACK IT,-153,INTELSAT 603,Intelsat,153° W,-0.207912,0.302264,TRUE
DIRECTV 1R,25937,1999-056A,"October 10, 1999",1455.1,151.4° W,TRACK IT,-151.4,DIRECTV 1R,United States,151.4° W,-0.235142,0.300352,TRUE
NILESAT 102,26470,2000-046B,"August 17, 2000",1468.7,151.2° W,TRACK IT,-151.2,NILESAT 102,Egypt,151.2° W,-0.238533,0.300097,TRUE
WESTAR 4,13069,1982-014A,"February 26, 1982",1443.3,151.1° W,TRACK IT,-151.1,WESTAR 4,United States,151.1° W,-0.240228,0.299968,TRUE
ANIK E1,21726,1991-067A,"September 26, 1991",1452,150.6° W,TRACK IT,-150.6,ANIK E1,Canada,150.6° W,-0.248690,0.299309,TRUE
XM-1,26761,2001-018A,"May 8, 2001",1454.4,150.5° W,TRACK IT,-150.5,XM-1,United States,150.5° W,-0.250380,0.299174,TRUE
ARABSAT 1DR (TELSTAR 3A),14234,1983-077A,"July 28, 1983",1446.9,150.3° W,TRACK IT,-150.3,ARABSAT 1DR (TELSTAR 3A),Arabsat,150.3° W,-0.253758,0.298902,TRUE
STTW-T1,14670,1984-008A,"January 29, 1984",160.3,150.1° W,TRACK IT,-150.1,STTW-T1,China,150.1° W,-0.257133,0.298627,TRUE
INTELSAT 601,21765,1991-075A,"October 29, 1991",1445.9,149.9° W,TRACK IT,-149.9,INTELSAT 601,Intelsat,149.9° W,-0.260505,0.298347,TRUE
INTELSAT 602,20315,1989-087A,"October 27, 1989",1454.5,149.7° W,TRACK IT,-149.7,INTELSAT 602,Intelsat,149.7° W,-0.263873,0.298065,TRUE
AMOS 2,28132,2003-059A,"December 27, 2003",1448.7,149.4° W,TRACK IT,-149.4,AMOS 2,Israel,149.4° W,-0.268920,0.297634,TRUE
NSTAR B,23781,1996-007A,"February 5, 1996",1450.7,147.9° W,TRACK IT,-147.9,NSTAR B,Japan,147.9° W,-0.294040,0.295356,TRUE
EXPRESS 1,23319,1994-067A,"October 13, 1994",1442.5,147.1° W,TRACK IT,-147.1,EXPRESS 1,Russia,147.1° W,-0.307357,0.294059,TRUE
EKRAN 18,19090,1988-036A,"May 6, 1988",1512.9,146.4° W,TRACK IT,-146.4,EKRAN 18,Russia,146.4° W,-0.318959,0.292877,TRUE
NATO 4A,21047,1991-001A,"January 8, 1991",1465.2,146.4° W,TRACK IT,-146.4,NATO 4A,NATO,146.4° W,-0.318959,0.292877,TRUE
TELECOM 2C,23730,1995-067A,"December 6, 1995",1470.3,146.3° W,TRACK IT,-146.3,TELECOM 2C,France,146.3° W,-0.320613,0.292704,TRUE
METEOSAT 5 (MOP 2),21140,1991-015B,"March 2, 1991",1462.7,145.7° W,TRACK IT,-145.7,METEOSAT 5 (MOP 2),Europe,145.7° W,-0.330514,0.291651,TRUE
CHINASAT 5A (CHINASTAR1),25354,1998-033A,"May 30, 1998",1454.6,145.6° W,TRACK IT,-145.6,CHINASAT 5A (CHINASTAR1),China,145.6° W,-0.332161,0.291472,TRUE
EUTELSAT W2,25491,1998-056A,"October 5, 1998",1450.7,145° W,TRACK IT,-145,EUTELSAT W2,Europe,145° W,-0.342020,0.290381,TRUE
INSAT 2B,22724,1993-048B,"July 22, 1993",1440.4,144.5° W,TRACK IT,-144.5,INSAT 2B,India,144.5° W,-0.350207,0.289448,TRUE
COSMOS 2172,21789,1991-079A,"November 22, 1991",1434.8,144.2° W,TRACK IT,-144.2,COSMOS 2172,Russia,144.2° W,-0.355107,0.288877,TRUE
FLTSATCOM 5,12635,1981-073A,"August 6, 1981",1460.4,143.3° W,TRACK IT,-143.3,FLTSATCOM 5,United States,143.3° W,-0.369747,0.287118,TRUE
ARABSAT 1B,15825,1985-048C,"June 17, 1985",1434,143° W,TRACK IT,-143,ARABSAT 1B,Arabsat,143° W,-0.374607,0.286516,TRUE
EKRAN 13,15219,1984-090A,"August 24, 1984",1499.6,142.6° W,TRACK IT,-142.6,EKRAN 13,Russia,142.6° W,-0.381070,0.285700,TRUE
GALAXY 2,14365,1983-098A,"September 22, 1983",1437.6,140.8° W,TRACK IT,-140.8,GALAXY 2,United States,140.8° W,-0.409923,0.281861,TRUE
SATCOM 4,13035,1982-004A,"January 16, 1982",1446,140.6° W,TRACK IT,-140.6,SATCOM 4,United States,140.6° W,-0.413104,0.281417,TRUE
AMC-18,29644,2006-054B,"December 8, 2006",1436.1,139° W,TRACK IT,-139,AMC-18,SES,139° W,-0.438371,0.277743,TRUE
AMC-8 (GE-8),26639,2000-081B,"December 20, 2000",1436.1,139° W,TRACK IT,-139,AMC-8 (GE-8),SES,139° W,-0.438371,0.277743,TRUE
SPACEWAY 1,28644,2005-015A,"April 26, 2005",1436.1,138.9° W,TRACK IT,-138.9,SPACEWAY 1,United States,138.9° W,-0.439939,0.277506,TRUE
ST 1,25460,1998-049A,"August 25, 1998",1458.3,138° W,TRACK IT,-138,ST 1,Singapore / Taiwan,138° W,-0.453990,0.275336,TRUE
COSMOS 2397,27775,2003-015A,"April 24, 2003",1433.1,137.7° W,TRACK IT,-137.7,COSMOS 2397,Russia,137.7° W,-0.458650,0.274598,TRUE
GOES 17,43226,2018-022A,"March 1, 2018",1436.1,137.2° W,TRACK IT,-137.2,GOES 17,United States,137.2° W,-0.466387,0.273351,TRUE
INTELSAT 5 (PAS 5),24916,1997-046A,"August 28, 1997",1436.1,136.9° W,TRACK IT,-136.9,INTELSAT 5 (PAS 5),United States,136.9° W,-0.471012,0.272592,TRUE
JCSAT 3,23649,1995-043A,"August 29, 1995",1452.4,136.7° W,TRACK IT,-136.7,JCSAT 3,Japan,136.7° W,-0.474088,0.272082,TRUE
WGS F6 (USA 244),39222,2013-041A,"August 8, 2013",1436.1,135.2° W,TRACK IT,-135.2,WGS F6 (USA 244),United States,135.2° W,-0.496974,0.268154,TRUE
AMC-7 (GE-7),26495,2000-054B,"September 14, 2000",1436.1,135° W,TRACK IT,-135,AMC-7 (GE-7),SES,135° W,-0.500000,0.267617,TRUE
SKYNET 4A,20401,1990-001A,"January 1, 1990",1454.6,134.9° W,TRACK IT,-134.9,SKYNET 4A,United Kingdom,134.9° W,-0.501511,0.267346,TRUE
AMC-4 (GE-4),25954,1999-060A,"November 13, 1999",1436.1,134.9° W,TRACK IT,-134.9,AMC-4 (GE-4),SES,134.9° W,-0.501511,0.267346,TRUE
NATO 4B,22921,1993-076A,"December 8, 1993",1461.7,134.5° W,TRACK IT,-134.5,NATO 4B,NATO,134.5° W,-0.507538,0.266258,TRUE
ETS 6,23230,1994-056A,"August 28, 1994",861.8,133° W,TRACK IT,-133,ETS 6,Japan,133° W,-0.529919,0.262061,TRUE
GALAXY 15,28884,2005-041A,"October 13, 2005",1436.1,133° W,TRACK IT,-133,GALAXY 15,Intelsat,133° W,-0.529919,0.262061,TRUE
EUTE 28A (EB 1),26719,2001-011A,"March 8, 2001",1436.1,132.8° W,TRACK IT,-132.8,EUTE 28A (EB 1),Europe,132.8° W,-0.532876,0.261488,TRUE
COMSTAR 2,9047,1976-073A,"July 22, 1976",1440.4,132.7° W,TRACK IT,-132.7,COMSTAR 2,United States,132.7° W,-0.534352,0.261200,TRUE
GORIZONT 29,22907,1993-072A,"November 18, 1993",1438.2,132.6° W,TRACK IT,-132.6,GORIZONT 29,Russia,132.6° W,-0.535827,0.260912,TRUE
METEOSAT 4 (MOP 1),19876,1989-020B,"March 6, 1989",1482.9,131.6° W,TRACK IT,-131.6,METEOSAT 4 (MOP 1),Europe,131.6° W,-0.550481,0.257982,TRUE
AMC-11 (GE-11),28252,2004-017A,"May 19, 2004",1436.1,131° W,TRACK IT,-131,AMC-11 (GE-11),SES,131° W,-0.559193,0.256187,TRUE
AMC-1 (GE-1),24315,1996-054A,"September 8, 1996",1436.1,130.9° W,TRACK IT,-130.9,AMC-1 (GE-1),SES,130.9° W,-0.560639,0.255885,TRUE
LEASAT 3,15643,1985-028C,"April 12, 1985",1485.1,130.6° W,TRACK IT,-130.6,LEASAT 3,United States,130.6° W,-0.564967,0.254974,TRUE
BONUM 1,25546,1998-068A,"November 22, 1998",1454,129.4° W,TRACK IT,-129.4,BONUM 1,Russia,129.4° W,-0.582123,0.251262,TRUE
SES-15,42709,2017-026A,"May 18, 2017",1436.1,129.1° W,TRACK IT,-129.1,SES-15,SES,129.1° W,-0.586372,0.250317,TRUE
GALAXY 12,27715,2003-013B,"April 9, 2003",1436.1,129° W,TRACK IT,-129,GALAXY 12,Intelsat,129° W,-0.587785,0.250000,TRUE
CIEL-2,33453,2008-063A,"December 10, 2008",1436.1,128.8° W,TRACK IT,-128.8,CIEL-2,Canada,128.8° W,-0.590606,0.249364,TRUE
METEOSAT 6,22912,1993-073B,"November 20, 1993",1454.8,128.1° W,TRACK IT,-128.1,METEOSAT 6,Europe,128.1° W,-0.600420,0.247116,TRUE
GOES 15,36411,2010-008A,"March 4, 2010",1436,128° W,TRACK IT,-128,GOES 15,United States,128° W,-0.601815,0.246792,TRUE
BRAZILSAT B1,23199,1994-049A,"August 10, 1994",1450.9,127.9° W,TRACK IT,-127.9,BRAZILSAT B1,Brazil,127.9° W,-0.603208,0.246467,TRUE
PAS 6,24891,1997-040A,"August 8, 1997",1536.8,127.7° W,TRACK IT,-127.7,PAS 6,United States,127.7° W,-0.605988,0.245815,TRUE
GALAXY 5,21906,1992-013A,"March 14, 1992",1450.4,127.3° W,TRACK IT,-127.3,GALAXY 5,United States,127.3° W,-0.611527,0.244502,TRUE
SINOSAT 2,29516,2006-048A,"October 28, 2006",1550.4,127.2° W,TRACK IT,-127.2,SINOSAT 2,China,127.2° W,-0.612907,0.244171,TRUE
HORIZONS 1 (GALAXY 13),27954,2003-044A,"October 1, 2003",1436.1,127° W,TRACK IT,-127,HORIZONS 1 (GALAXY 13),United States,127° W,-0.615661,0.243509,TRUE
GALAXY 14,28790,2005-030A,"August 13, 2005",1436.1,125° W,TRACK IT,-125,GALAXY 14,United States,125° W,-0.642788,0.236721,TRUE
AMC-21,33275,2008-038B,"August 14, 2008",1436.1,124.9° W,TRACK IT,-124.9,AMC-21,SES,124.9° W,-0.644124,0.236374,TRUE
NIMIQ 2,27632,2002-062A,"December 29, 2002",1436.1,123.1° W,TRACK IT,-123.1,NIMIQ 2,Canada,123.1° W,-0.667833,0.230005,TRUE
GALAXY 18,32951,2008-024A,"May 21, 2008",1436.1,123° W,TRACK IT,-123,GALAXY 18,United States,123° W,-0.669131,0.229644,TRUE
SAKURA 2B (CS-2B),14248,1983-081A,"August 5, 1983",1457.3,121.8° W,TRACK IT,-121.8,SAKURA 2B (CS-2B),Japan,121.8° W,-0.684547,0.225264,TRUE
OPS 9454,10941,1978-058A,"June 10, 1978",1438.7,121.4° W,TRACK IT,-121.4,OPS 9454,United States,121.4° W,-0.689620,0.223781,TRUE
TDRS 1,13969,1983-026B,"April 4, 1983",1458.3,121° W,TRACK IT,-121,TDRS 1,United States,121° W,-0.694658,0.222288,TRUE
GALAXY 23 (TELSTAR 13),27854,2003-034A,"August 8, 2003",1436.1,121° W,TRACK IT,-121,GALAXY 23 (TELSTAR 13),United States,121° W,-0.694658,0.222288,TRUE
COMSTAR 3,10975,1978-068A,"June 29, 1978",1451.7,120.8° W,TRACK IT,-120.8,COMSTAR 3,United States,120.8° W,-0.697165,0.221538,TRUE
USA 169,27711,2003-012A,"April 8, 2003",1436.1,120.2° W,TRACK IT,-120.2,USA 169,United States,120.2° W,-0.704634,0.219269,TRUE
JCSAT 1,19874,1989-020A,"March 6, 1989",1446.8,120.1° W,TRACK IT,-120.1,JCSAT 1,Japan,120.1° W,-0.705872,0.218889,TRUE
NEWSAT-1 (PALAPA B2R),20570,1990-034A,"April 13, 1990",1446.9,120.1° W,TRACK IT,-120.1,NEWSAT-1 (PALAPA B2R),United States,120.1° W,-0.705872,0.218889,TRUE
NSTAR A,23651,1995-044A,"August 29, 1995",1452.7,120° W,TRACK IT,-120,NSTAR A,Japan,120° W,-0.707107,0.218508,TRUE
ECHOSTAR 2,24313,1996-055A,"September 11, 1996",1437.2,119.2° W,TRACK IT,-119.2,ECHOSTAR 2,United States,119.2° W,-0.716911,0.215436,TRUE
CHINASAT 20,28082,2003-052A,"November 14, 2003",1452.9,119° W,TRACK IT,-119,CHINASAT 20,China,119° W,-0.719340,0.214661,TRUE
DIRECTV 7S,28238,2004-016A,"May 4, 2004",1436.1,119° W,TRACK IT,-119,DIRECTV 7S,United States,119° W,-0.719340,0.214661,TRUE
ECHOSTAR 14,36499,2010-010A,"March 20, 2010",1436.1,118.9° W,TRACK IT,-118.9,ECHOSTAR 14,United States,118.9° W,-0.720551,0.214273,TRUE
ECHOSTAR 7,27378,2002-006A,"February 21, 2002",1436.1,118.8° W,TRACK IT,-118.8,ECHOSTAR 7,United States,118.8° W,-0.721760,0.213884,TRUE
ANIK F3,31102,2007-009A,"April 9, 2007",1436.1,118.7° W,TRACK IT,-118.7,ANIK F3,Canada,118.7° W,-0.722967,0.213494,TRUE
EUTELSAT 117W B,41589,2016-038B,"June 15, 2016",1436.1,117° W,TRACK IT,-117,EUTELSAT 117W B,Europe,117° W,-0.743145,0.206773,TRUE
SMS 2,7648,1975-011A,"February 6, 1975",1447.1,116.8° W,TRACK IT,-116.8,SMS 2,United States,116.8° W,-0.745476,0.205970,TRUE
SATMEX 8,39122,2013-012A,"March 26, 2013",1436.1,116.8° W,TRACK IT,-116.8,SATMEX 8,Europe,116.8° W,-0.745476,0.205970,TRUE
COSMOS 637,7229,1974-017A,"March 26, 1974",1428.8,116.8° W,TRACK IT,-116.8,COSMOS 637,Russia,116.8° W,-0.745476,0.205970,TRUE
INTELSAT 702,23124,1994-034A,"June 17, 1994",1455.5,116.7° W,TRACK IT,-116.7,INTELSAT 702,Intelsat,116.7° W,-0.746638,0.205567,TRUE
HIMAWARI 4 (GMS 4),20217,1989-070A,"September 5, 1989",1478.3,115.6° W,TRACK IT,-115.6,HIMAWARI 4 (GMS 4),Japan,115.6° W,-0.759271,0.201100,TRUE
INSAT 3B,26108,2000-016B,"March 21, 2000",1445,115.6° W,TRACK IT,-115.6,INSAT 3B,India,115.6° W,-0.759271,0.201100,TRUE
NSS 806 (INTELSAT 806),25239,1998-014A,"February 28, 1998",1453.4,115.6° W,TRACK IT,-115.6,NSS 806 (INTELSAT 806),SES,115.6° W,-0.759271,0.201100,TRUE
XM-4,29520,2006-049A,"October 30, 2006",1436.1,115.3° W,TRACK IT,-115.3,XM-4,United States,115.3° W,-0.762668,0.199869,TRUE
VIASAT 1,37843,2011-059A,"October 19, 2011",1436.1,115.1° W,TRACK IT,-115.1,VIASAT 1,United States,115.1° W,-0.764921,0.199045,TRUE
EUTE 115 WEST B (SATMEX 7,40425,2015-010B,"March 2, 2015",1436.1,114.9° W,TRACK IT,-114.9,EUTE 115 WEST B (SATMEX 7,Europe,114.9° W,-0.767165,0.198219,TRUE
MEXSAT 3,39035,2012-075B,"December 19, 2012",1436.1,114.8° W,TRACK IT,-114.8,MEXSAT 3,Mexico,114.8° W,-0.768284,0.197805,TRUE
SUPERBIRD C,24880,1997-036A,"July 28, 1997",1453.5,114.1° W,TRACK IT,-114.1,SUPERBIRD C,Japan,114.1° W,-0.776046,0.194890,TRUE
KAZSAT 1,29230,2006-022A,"June 17, 2006",1451.2,113.9° W,TRACK IT,-113.9,KAZSAT 1,Kazakhstan,113.9° W,-0.778243,0.194051,TRUE
ITALSAT 1,21055,1991-003A,"January 15, 1991",1440.7,113.5° W,TRACK IT,-113.5,ITALSAT 1,Italy,113.5° W,-0.782608,0.192368,TRUE
MORELOS 3,40946,2015-056A,"October 2, 2015",1436.1,113° W,TRACK IT,-113,MORELOS 3,Mexico,113° W,-0.788011,0.190250,TRUE
SATMEX 6,29162,2006-020A,"May 27, 2006",1436.1,113° W,TRACK IT,-113,SATMEX 6,Europe,113° W,-0.788011,0.190250,TRUE
USA 134,25019,1997-065A,"October 25, 1997",1436,112.2° W,TRACK IT,-112.2,USA 134,United States,112.2° W,-0.796530,0.186831,TRUE
SATCOM C3,22117,1992-060B,"September 10, 1992",1484.4,112.1° W,TRACK IT,-112.1,SATCOM C3,United States,112.1° W,-0.797584,0.186402,TRUE
CTS,8585,1976-004A,"January 17, 1976",1435.1,111.9° W,TRACK IT,-111.9,CTS,Canada,111.9° W,-0.799685,0.185540,TRUE
GALAXY 8,25086,1997-078A,"December 8, 1997",1444.4,111.7° W,TRACK IT,-111.7,GALAXY 8,United States,111.7° W,-0.801776,0.184676,TRUE
INTELSAT 6B (PAS 6B),25585,1998-075A,"December 22, 1998",1452.3,111.5° W,TRACK IT,-111.5,INTELSAT 6B (PAS 6B),United States,111.5° W,-0.803857,0.183810,TRUE
WILDBLUE 1,29643,2006-054A,"December 8, 2006",1436.1,111.1° W,TRACK IT,-111.1,WILDBLUE 1,United States,111.1° W,-0.807990,0.182072,TRUE
ANIK F2,28378,2004-027A,"July 18, 2004",1436.1,111.1° W,TRACK IT,-111.1,ANIK F2,Canada,111.1° W,-0.807990,0.182072,TRUE
TERRESTAR 1,35496,2009-035A,"July 1, 2009",1436.1,111° W,TRACK IT,-111,TERRESTAR 1,United States,111° W,-0.809017,0.181636,TRUE
ECHOSTAR 10,28935,2006-003A,"February 15, 2006",1436.1,110.2° W,TRACK IT,-110.2,ECHOSTAR 10,United States,110.2° W,-0.817145,0.178127,TRUE
DIRECTV 5 (TEMPO 1),27426,2002-023A,"May 7, 2002",1436.1,110.1° W,TRACK IT,-110.1,DIRECTV 5 (TEMPO 1),United States,110.1° W,-0.818150,0.177686,TRUE
ECHOSTAR 11,33207,2008-035A,"July 16, 2008",1436.1,110° W,TRACK IT,-110,ECHOSTAR 11,United States,110° W,-0.819152,0.177245,TRUE
OPS 6391 (FLTSATCOM 1),10669,1978-016A,"February 9, 1978",1454.5,109.7° W,TRACK IT,-109.7,OPS 6391 (FLTSATCOM 1),United States,109.7° W,-0.822144,0.175917,TRUE
TELSTAR 12 (ORION 2),25949,1999-059A,"October 19, 1999",1436.1,109.2° W,TRACK IT,-109.2,TELSTAR 12 (ORION 2),United States,109.2° W,-0.827081,0.173693,TRUE
LES 8,8746,1976-023A,"March 15, 1976",1436.1,108.4° W,TRACK IT,-108.4,LES 8,United States,108.4° W,-0.834848,0.170108,TRUE
OPS 3811,5204,1971-039A,"May 5, 1971",1467.1,107.8° W,TRACK IT,-107.8,OPS 3811,United States,107.8° W,-0.840567,0.167397,TRUE
